,statement,1,2,3,4,5,6,7,8,score
56803,7462*0=0,7,4,6,2,*,0,=,0,7
56804,0*7462=0,0,*,7,4,6,2,=,0,7
56805,7463*0=0,7,4,6,3,*,0,=,0,7
56806,0*7463=0,0,*,7,4,6,3,=,0,7
56807,7464*0=0,7,4,6,4,*,0,=,0,6
56808,0*7464=0,0,*,7,4,6,4,=,0,6
56809,7465*0=0,7,4,6,5,*,0,=,0,7
56810,0*7465=0,0,*,7,4,6,5,=,0,7
56811,7466*0=0,7,4,6,6,*,0,=,0,6
56812,0*7466=0,0,*,7,4,6,6,=,0,6
56813,7467*0=0,7,4,6,7,*,0,=,0,6
56814,0*7467=0,0,*,7,4,6,7,=,0,6
56815,7468*0=0,7,4,6,8,*,0,=,0,7
56816,0*7468=0,0,*,7,4,6,8,=,0,7
56817,7469*0=0,7,4,6,9,*,0,=,0,7
56818,0*7469=0,0,*,7,4,6,9,=,0,7
56819,7470*0=0,7,4,7,0,*,0,=,0,5
56820,0*7470=0,0,*,7,4,7,0,=,0,5
56821,7471*0=0,7,4,7,1,*,0,=,0,6
56822,0*7471=0,0,*,7,4,7,1,=,0,6
56823,7472*0=0,7,4,7,2,*,0,=,0,6
56824,0*7472=0,0,*,7,4,7,2,=,0,6
56825,7473*0=0,7,4,7,3,*,0,=,0,6
56826,0*7473=0,0,*,7,4,7,3,=,0,6
56827,7474*0=0,7,4,7,4,*,0,=,0,5
56828,0*7474=0,0,*,7,4,7,4,=,0,5
56829,7475*0=0,7,4,7,5,*,0,=,0,6
56830,0*7475=0,0,*,7,4,7,5,=,0,6
56831,7476*0=0,7,4,7,6,*,0,=,0,6
56832,0*7476=0,0,*,7,4,7,6,=,0,6
56833,7477*0=0,7,4,7,7,*,0,=,0,5
56834,0*7477=0,0,*,7,4,7,7,=,0,5
56835,7478*0=0,7,4,7,8,*,0,=,0,6
56836,0*7478=0,0,*,7,4,7,8,=,0,6
56837,7479*0=0,7,4,7,9,*,0,=,0,6
56838,0*7479=0,0,*,7,4,7,9,=,0,6
56839,7480*0=0,7,4,8,0,*,0,=,0,6
56840,0*7480=0,0,*,7,4,8,0,=,0,6
56841,7481*0=0,7,4,8,1,*,0,=,0,7
56842,0*7481=0,0,*,7,4,8,1,=,0,7
56843,7482*0=0,7,4,8,2,*,0,=,0,7
56844,0*7482=0,0,*,7,4,8,2,=,0,7
56845,7483*0=0,7,4,8,3,*,0,=,0,7
56846,0*7483=0,0,*,7,4,8,3,=,0,7
56847,7484*0=0,7,4,8,4,*,0,=,0,6
56848,0*7484=0,0,*,7,4,8,4,=,0,6
56849,7485*0=0,7,4,8,5,*,0,=,0,7
56850,0*7485=0,0,*,7,4,8,5,=,0,7
56851,7486*0=0,7,4,8,6,*,0,=,0,7
56852,0*7486=0,0,*,7,4,8,6,=,0,7
56853,7487*0=0,7,4,8,7,*,0,=,0,6
56854,0*7487=0,0,*,7,4,8,7,=,0,6
56855,7488*0=0,7,4,8,8,*,0,=,0,6
56856,0*7488=0,0,*,7,4,8,8,=,0,6
56857,7489*0=0,7,4,8,9,*,0,=,0,7
56858,0*7489=0,0,*,7,4,8,9,=,0,7
56859,7490*0=0,7,4,9,0,*,0,=,0,6
56860,0*7490=0,0,*,7,4,9,0,=,0,6
56861,7491*0=0,7,4,9,1,*,0,=,0,7
56862,0*7491=0,0,*,7,4,9,1,=,0,7
56863,7492*0=0,7,4,9,2,*,0,=,0,7
56864,0*7492=0,0,*,7,4,9,2,=,0,7
56865,7493*0=0,7,4,9,3,*,0,=,0,7
56866,0*7493=0,0,*,7,4,9,3,=,0,7
56867,7494*0=0,7,4,9,4,*,0,=,0,6
56868,0*7494=0,0,*,7,4,9,4,=,0,6
56869,7495*0=0,7,4,9,5,*,0,=,0,7
56870,0*7495=0,0,*,7,4,9,5,=,0,7
56871,7496*0=0,7,4,9,6,*,0,=,0,7
56872,0*7496=0,0,*,7,4,9,6,=,0,7
56873,7497*0=0,7,4,9,7,*,0,=,0,6
56874,0*7497=0,0,*,7,4,9,7,=,0,6
56875,7498*0=0,7,4,9,8,*,0,=,0,7
56876,0*7498=0,0,*,7,4,9,8,=,0,7
56877,7499*0=0,7,4,9,9,*,0,=,0,6
56878,0*7499=0,0,*,7,4,9,9,=,0,6
56879,7500*0=0,7,5,0,0,*,0,=,0,5
56880,0*7500=0,0,*,7,5,0,0,=,0,5
56881,7501*0=0,7,5,0,1,*,0,=,0,6
56882,0*7501=0,0,*,7,5,0,1,=,0,6
56883,7502*0=0,7,5,0,2,*,0,=,0,6
56884,0*7502=0,0,*,7,5,0,2,=,0,6
56885,7503*0=0,7,5,0,3,*,0,=,0,6
56886,0*7503=0,0,*,7,5,0,3,=,0,6
56887,7504*0=0,7,5,0,4,*,0,=,0,6
56888,0*7504=0,0,*,7,5,0,4,=,0,6
56889,7505*0=0,7,5,0,5,*,0,=,0,5
56890,0*7505=0,0,*,7,5,0,5,=,0,5
56891,7506*0=0,7,5,0,6,*,0,=,0,6
56892,0*7506=0,0,*,7,5,0,6,=,0,6
56893,7507*0=0,7,5,0,7,*,0,=,0,5
56894,0*7507=0,0,*,7,5,0,7,=,0,5
56895,7508*0=0,7,5,0,8,*,0,=,0,6
56896,0*7508=0,0,*,7,5,0,8,=,0,6
56897,7509*0=0,7,5,0,9,*,0,=,0,6
56898,0*7509=0,0,*,7,5,0,9,=,0,6
56899,7510*0=0,7,5,1,0,*,0,=,0,6
56900,0*7510=0,0,*,7,5,1,0,=,0,6
56901,7511*0=0,7,5,1,1,*,0,=,0,6
56902,0*7511=0,0,*,7,5,1,1,=,0,6
56903,7512*0=0,7,5,1,2,*,0,=,0,7
56904,0*7512=0,0,*,7,5,1,2,=,0,7
56905,7513*0=0,7,5,1,3,*,0,=,0,7
56906,0*7513=0,0,*,7,5,1,3,=,0,7
56907,7514*0=0,7,5,1,4,*,0,=,0,7
56908,0*7514=0,0,*,7,5,1,4,=,0,7
56909,7515*0=0,7,5,1,5,*,0,=,0,6
56910,0*7515=0,0,*,7,5,1,5,=,0,6
56911,7516*0=0,7,5,1,6,*,0,=,0,7
56912,0*7516=0,0,*,7,5,1,6,=,0,7
56913,7517*0=0,7,5,1,7,*,0,=,0,6
56914,0*7517=0,0,*,7,5,1,7,=,0,6
56915,7518*0=0,7,5,1,8,*,0,=,0,7
56916,0*7518=0,0,*,7,5,1,8,=,0,7
56917,7519*0=0,7,5,1,9,*,0,=,0,7
56918,0*7519=0,0,*,7,5,1,9,=,0,7
56919,7520*0=0,7,5,2,0,*,0,=,0,6
56920,0*7520=0,0,*,7,5,2,0,=,0,6
56921,7521*0=0,7,5,2,1,*,0,=,0,7
56922,0*7521=0,0,*,7,5,2,1,=,0,7
56923,7522*0=0,7,5,2,2,*,0,=,0,6
56924,0*7522=0,0,*,7,5,2,2,=,0,6
56925,7523*0=0,7,5,2,3,*,0,=,0,7
56926,0*7523=0,0,*,7,5,2,3,=,0,7
56927,7524*0=0,7,5,2,4,*,0,=,0,7
56928,0*7524=0,0,*,7,5,2,4,=,0,7
56929,7525*0=0,7,5,2,5,*,0,=,0,6
56930,0*7525=0,0,*,7,5,2,5,=,0,6
56931,7526*0=0,7,5,2,6,*,0,=,0,7
56932,0*7526=0,0,*,7,5,2,6,=,0,7
56933,7527*0=0,7,5,2,7,*,0,=,0,6
56934,0*7527=0,0,*,7,5,2,7,=,0,6
56935,7528*0=0,7,5,2,8,*,0,=,0,7
56936,0*7528=0,0,*,7,5,2,8,=,0,7
56937,7529*0=0,7,5,2,9,*,0,=,0,7
56938,0*7529=0,0,*,7,5,2,9,=,0,7
56939,7530*0=0,7,5,3,0,*,0,=,0,6
56940,0*7530=0,0,*,7,5,3,0,=,0,6
56941,7531*0=0,7,5,3,1,*,0,=,0,7
56942,0*7531=0,0,*,7,5,3,1,=,0,7
56943,7532*0=0,7,5,3,2,*,0,=,0,7
56944,0*7532=0,0,*,7,5,3,2,=,0,7
56945,7533*0=0,7,5,3,3,*,0,=,0,6
56946,0*7533=0,0,*,7,5,3,3,=,0,6
56947,7534*0=0,7,5,3,4,*,0,=,0,7
56948,0*7534=0,0,*,7,5,3,4,=,0,7
56949,7535*0=0,7,5,3,5,*,0,=,0,6
56950,0*7535=0,0,*,7,5,3,5,=,0,6
56951,7536*0=0,7,5,3,6,*,0,=,0,7
56952,0*7536=0,0,*,7,5,3,6,=,0,7
56953,7537*0=0,7,5,3,7,*,0,=,0,6
56954,0*7537=0,0,*,7,5,3,7,=,0,6
56955,7538*0=0,7,5,3,8,*,0,=,0,7
56956,0*7538=0,0,*,7,5,3,8,=,0,7
56957,7539*0=0,7,5,3,9,*,0,=,0,7
56958,0*7539=0,0,*,7,5,3,9,=,0,7
56959,7540*0=0,7,5,4,0,*,0,=,0,6
56960,0*7540=0,0,*,7,5,4,0,=,0,6
56961,7541*0=0,7,5,4,1,*,0,=,0,7
56962,0*7541=0,0,*,7,5,4,1,=,0,7
56963,7542*0=0,7,5,4,2,*,0,=,0,7
56964,0*7542=0,0,*,7,5,4,2,=,0,7
56965,7543*0=0,7,5,4,3,*,0,=,0,7
56966,0*7543=0,0,*,7,5,4,3,=,0,7
56967,7544*0=0,7,5,4,4,*,0,=,0,6
56968,0*7544=0,0,*,7,5,4,4,=,0,6
56969,7545*0=0,7,5,4,5,*,0,=,0,6
56970,0*7545=0,0,*,7,5,4,5,=,0,6
56971,7546*0=0,7,5,4,6,*,0,=,0,7
56972,0*7546=0,0,*,7,5,4,6,=,0,7
56973,7547*0=0,7,5,4,7,*,0,=,0,6
56974,0*7547=0,0,*,7,5,4,7,=,0,6
56975,7548*0=0,7,5,4,8,*,0,=,0,7
56976,0*7548=0,0,*,7,5,4,8,=,0,7
56977,7549*0=0,7,5,4,9,*,0,=,0,7
56978,0*7549=0,0,*,7,5,4,9,=,0,7
56979,7550*0=0,7,5,5,0,*,0,=,0,5
56980,0*7550=0,0,*,7,5,5,0,=,0,5
56981,7551*0=0,7,5,5,1,*,0,=,0,6
56982,0*7551=0,0,*,7,5,5,1,=,0,6
56983,7552*0=0,7,5,5,2,*,0,=,0,6
56984,0*7552=0,0,*,7,5,5,2,=,0,6
56985,7553*0=0,7,5,5,3,*,0,=,0,6
56986,0*7553=0,0,*,7,5,5,3,=,0,6
56987,7554*0=0,7,5,5,4,*,0,=,0,6
56988,0*7554=0,0,*,7,5,5,4,=,0,6
56989,7555*0=0,7,5,5,5,*,0,=,0,5
56990,0*7555=0,0,*,7,5,5,5,=,0,5
56991,7556*0=0,7,5,5,6,*,0,=,0,6
56992,0*7556=0,0,*,7,5,5,6,=,0,6
56993,7557*0=0,7,5,5,7,*,0,=,0,5
56994,0*7557=0,0,*,7,5,5,7,=,0,5
56995,7558*0=0,7,5,5,8,*,0,=,0,6
56996,0*7558=0,0,*,7,5,5,8,=,0,6
56997,7559*0=0,7,5,5,9,*,0,=,0,6
56998,0*7559=0,0,*,7,5,5,9,=,0,6
56999,7560*0=0,7,5,6,0,*,0,=,0,6
57000,0*7560=0,0,*,7,5,6,0,=,0,6
57001,7561*0=0,7,5,6,1,*,0,=,0,7
57002,0*7561=0,0,*,7,5,6,1,=,0,7
57003,7562*0=0,7,5,6,2,*,0,=,0,7
57004,0*7562=0,0,*,7,5,6,2,=,0,7
57005,7563*0=0,7,5,6,3,*,0,=,0,7
57006,0*7563=0,0,*,7,5,6,3,=,0,7
57007,7564*0=0,7,5,6,4,*,0,=,0,7
57008,0*7564=0,0,*,7,5,6,4,=,0,7
57009,7565*0=0,7,5,6,5,*,0,=,0,6
57010,0*7565=0,0,*,7,5,6,5,=,0,6
57011,7566*0=0,7,5,6,6,*,0,=,0,6
57012,0*7566=0,0,*,7,5,6,6,=,0,6
57013,7567*0=0,7,5,6,7,*,0,=,0,6
57014,0*7567=0,0,*,7,5,6,7,=,0,6
57015,7568*0=0,7,5,6,8,*,0,=,0,7
57016,0*7568=0,0,*,7,5,6,8,=,0,7
57017,7569*0=0,7,5,6,9,*,0,=,0,7
57018,0*7569=0,0,*,7,5,6,9,=,0,7
57019,7570*0=0,7,5,7,0,*,0,=,0,5
57020,0*7570=0,0,*,7,5,7,0,=,0,5
57021,7571*0=0,7,5,7,1,*,0,=,0,6
57022,0*7571=0,0,*,7,5,7,1,=,0,6
57023,7572*0=0,7,5,7,2,*,0,=,0,6
57024,0*7572=0,0,*,7,5,7,2,=,0,6
57025,7573*0=0,7,5,7,3,*,0,=,0,6
57026,0*7573=0,0,*,7,5,7,3,=,0,6
57027,7574*0=0,7,5,7,4,*,0,=,0,6
57028,0*7574=0,0,*,7,5,7,4,=,0,6
57029,7575*0=0,7,5,7,5,*,0,=,0,5
57030,0*7575=0,0,*,7,5,7,5,=,0,5
57031,7576*0=0,7,5,7,6,*,0,=,0,6
57032,0*7576=0,0,*,7,5,7,6,=,0,6
57033,7577*0=0,7,5,7,7,*,0,=,0,5
57034,0*7577=0,0,*,7,5,7,7,=,0,5
57035,7578*0=0,7,5,7,8,*,0,=,0,6
57036,0*7578=0,0,*,7,5,7,8,=,0,6
57037,7579*0=0,7,5,7,9,*,0,=,0,6
57038,0*7579=0,0,*,7,5,7,9,=,0,6
57039,7580*0=0,7,5,8,0,*,0,=,0,6
57040,0*7580=0,0,*,7,5,8,0,=,0,6
57041,7581*0=0,7,5,8,1,*,0,=,0,7
57042,0*7581=0,0,*,7,5,8,1,=,0,7
57043,7582*0=0,7,5,8,2,*,0,=,0,7
57044,0*7582=0,0,*,7,5,8,2,=,0,7
57045,7583*0=0,7,5,8,3,*,0,=,0,7
57046,0*7583=0,0,*,7,5,8,3,=,0,7
57047,7584*0=0,7,5,8,4,*,0,=,0,7
57048,0*7584=0,0,*,7,5,8,4,=,0,7
57049,7585*0=0,7,5,8,5,*,0,=,0,6
57050,0*7585=0,0,*,7,5,8,5,=,0,6
57051,7586*0=0,7,5,8,6,*,0,=,0,7
57052,0*7586=0,0,*,7,5,8,6,=,0,7
57053,7587*0=0,7,5,8,7,*,0,=,0,6
57054,0*7587=0,0,*,7,5,8,7,=,0,6
57055,7588*0=0,7,5,8,8,*,0,=,0,6
57056,0*7588=0,0,*,7,5,8,8,=,0,6
57057,7589*0=0,7,5,8,9,*,0,=,0,7
57058,0*7589=0,0,*,7,5,8,9,=,0,7
57059,7590*0=0,7,5,9,0,*,0,=,0,6
57060,0*7590=0,0,*,7,5,9,0,=,0,6
57061,7591*0=0,7,5,9,1,*,0,=,0,7
57062,0*7591=0,0,*,7,5,9,1,=,0,7
57063,7592*0=0,7,5,9,2,*,0,=,0,7
57064,0*7592=0,0,*,7,5,9,2,=,0,7
57065,7593*0=0,7,5,9,3,*,0,=,0,7
57066,0*7593=0,0,*,7,5,9,3,=,0,7
57067,7594*0=0,7,5,9,4,*,0,=,0,7
57068,0*7594=0,0,*,7,5,9,4,=,0,7
57069,7595*0=0,7,5,9,5,*,0,=,0,6
57070,0*7595=0,0,*,7,5,9,5,=,0,6
57071,7596*0=0,7,5,9,6,*,0,=,0,7
57072,0*7596=0,0,*,7,5,9,6,=,0,7
57073,7597*0=0,7,5,9,7,*,0,=,0,6
57074,0*7597=0,0,*,7,5,9,7,=,0,6
57075,7598*0=0,7,5,9,8,*,0,=,0,7
57076,0*7598=0,0,*,7,5,9,8,=,0,7
57077,7599*0=0,7,5,9,9,*,0,=,0,6
57078,0*7599=0,0,*,7,5,9,9,=,0,6
57079,7600*0=0,7,6,0,0,*,0,=,0,5
57080,0*7600=0,0,*,7,6,0,0,=,0,5
57081,7601*0=0,7,6,0,1,*,0,=,0,6
57082,0*7601=0,0,*,7,6,0,1,=,0,6
57083,7602*0=0,7,6,0,2,*,0,=,0,6
57084,0*7602=0,0,*,7,6,0,2,=,0,6
57085,7603*0=0,7,6,0,3,*,0,=,0,6
57086,0*7603=0,0,*,7,6,0,3,=,0,6
57087,7604*0=0,7,6,0,4,*,0,=,0,6
57088,0*7604=0,0,*,7,6,0,4,=,0,6
57089,7605*0=0,7,6,0,5,*,0,=,0,6
57090,0*7605=0,0,*,7,6,0,5,=,0,6
57091,7606*0=0,7,6,0,6,*,0,=,0,5
57092,0*7606=0,0,*,7,6,0,6,=,0,5
57093,7607*0=0,7,6,0,7,*,0,=,0,5
57094,0*7607=0,0,*,7,6,0,7,=,0,5
57095,7608*0=0,7,6,0,8,*,0,=,0,6
57096,0*7608=0,0,*,7,6,0,8,=,0,6
57097,7609*0=0,7,6,0,9,*,0,=,0,6
57098,0*7609=0,0,*,7,6,0,9,=,0,6
57099,7610*0=0,7,6,1,0,*,0,=,0,6
57100,0*7610=0,0,*,7,6,1,0,=,0,6
57101,7611*0=0,7,6,1,1,*,0,=,0,6
57102,0*7611=0,0,*,7,6,1,1,=,0,6
57103,7612*0=0,7,6,1,2,*,0,=,0,7
57104,0*7612=0,0,*,7,6,1,2,=,0,7
57105,7613*0=0,7,6,1,3,*,0,=,0,7
57106,0*7613=0,0,*,7,6,1,3,=,0,7
57107,7614*0=0,7,6,1,4,*,0,=,0,7
57108,0*7614=0,0,*,7,6,1,4,=,0,7
57109,7615*0=0,7,6,1,5,*,0,=,0,7
57110,0*7615=0,0,*,7,6,1,5,=,0,7
57111,7616*0=0,7,6,1,6,*,0,=,0,6
57112,0*7616=0,0,*,7,6,1,6,=,0,6
57113,7617*0=0,7,6,1,7,*,0,=,0,6
57114,0*7617=0,0,*,7,6,1,7,=,0,6
57115,7618*0=0,7,6,1,8,*,0,=,0,7
57116,0*7618=0,0,*,7,6,1,8,=,0,7
57117,7619*0=0,7,6,1,9,*,0,=,0,7
57118,0*7619=0,0,*,7,6,1,9,=,0,7
57119,7620*0=0,7,6,2,0,*,0,=,0,6
57120,0*7620=0,0,*,7,6,2,0,=,0,6
57121,7621*0=0,7,6,2,1,*,0,=,0,7
57122,0*7621=0,0,*,7,6,2,1,=,0,7
57123,7622*0=0,7,6,2,2,*,0,=,0,6
57124,0*7622=0,0,*,7,6,2,2,=,0,6
57125,7623*0=0,7,6,2,3,*,0,=,0,7
57126,0*7623=0,0,*,7,6,2,3,=,0,7
57127,7624*0=0,7,6,2,4,*,0,=,0,7
57128,0*7624=0,0,*,7,6,2,4,=,0,7
57129,7625*0=0,7,6,2,5,*,0,=,0,7
57130,0*7625=0,0,*,7,6,2,5,=,0,7
57131,7626*0=0,7,6,2,6,*,0,=,0,6
57132,0*7626=0,0,*,7,6,2,6,=,0,6
57133,7627*0=0,7,6,2,7,*,0,=,0,6
57134,0*7627=0,0,*,7,6,2,7,=,0,6
57135,7628*0=0,7,6,2,8,*,0,=,0,7
57136,0*7628=0,0,*,7,6,2,8,=,0,7
57137,7629*0=0,7,6,2,9,*,0,=,0,7
57138,0*7629=0,0,*,7,6,2,9,=,0,7
57139,7630*0=0,7,6,3,0,*,0,=,0,6
57140,0*7630=0,0,*,7,6,3,0,=,0,6
57141,7631*0=0,7,6,3,1,*,0,=,0,7
57142,0*7631=0,0,*,7,6,3,1,=,0,7
57143,7632*0=0,7,6,3,2,*,0,=,0,7
57144,0*7632=0,0,*,7,6,3,2,=,0,7
57145,7633*0=0,7,6,3,3,*,0,=,0,6
57146,0*7633=0,0,*,7,6,3,3,=,0,6
57147,7634*0=0,7,6,3,4,*,0,=,0,7
57148,0*7634=0,0,*,7,6,3,4,=,0,7
57149,7635*0=0,7,6,3,5,*,0,=,0,7
57150,0*7635=0,0,*,7,6,3,5,=,0,7
57151,7636*0=0,7,6,3,6,*,0,=,0,6
57152,0*7636=0,0,*,7,6,3,6,=,0,6
57153,7637*0=0,7,6,3,7,*,0,=,0,6
57154,0*7637=0,0,*,7,6,3,7,=,0,6
57155,7638*0=0,7,6,3,8,*,0,=,0,7
57156,0*7638=0,0,*,7,6,3,8,=,0,7
57157,7639*0=0,7,6,3,9,*,0,=,0,7
57158,0*7639=0,0,*,7,6,3,9,=,0,7
57159,7640*0=0,7,6,4,0,*,0,=,0,6
57160,0*7640=0,0,*,7,6,4,0,=,0,6
57161,7641*0=0,7,6,4,1,*,0,=,0,7
57162,0*7641=0,0,*,7,6,4,1,=,0,7
57163,7642*0=0,7,6,4,2,*,0,=,0,7
57164,0*7642=0,0,*,7,6,4,2,=,0,7
57165,7643*0=0,7,6,4,3,*,0,=,0,7
57166,0*7643=0,0,*,7,6,4,3,=,0,7
57167,7644*0=0,7,6,4,4,*,0,=,0,6
57168,0*7644=0,0,*,7,6,4,4,=,0,6
57169,7645*0=0,7,6,4,5,*,0,=,0,7
57170,0*7645=0,0,*,7,6,4,5,=,0,7
57171,7646*0=0,7,6,4,6,*,0,=,0,6
57172,0*7646=0,0,*,7,6,4,6,=,0,6
57173,7647*0=0,7,6,4,7,*,0,=,0,6
57174,0*7647=0,0,*,7,6,4,7,=,0,6
57175,7648*0=0,7,6,4,8,*,0,=,0,7
57176,0*7648=0,0,*,7,6,4,8,=,0,7
57177,7649*0=0,7,6,4,9,*,0,=,0,7
57178,0*7649=0,0,*,7,6,4,9,=,0,7
57179,7650*0=0,7,6,5,0,*,0,=,0,6
57180,0*7650=0,0,*,7,6,5,0,=,0,6
57181,7651*0=0,7,6,5,1,*,0,=,0,7
57182,0*7651=0,0,*,7,6,5,1,=,0,7
57183,7652*0=0,7,6,5,2,*,0,=,0,7
57184,0*7652=0,0,*,7,6,5,2,=,0,7
57185,7653*0=0,7,6,5,3,*,0,=,0,7
57186,0*7653=0,0,*,7,6,5,3,=,0,7
57187,7654*0=0,7,6,5,4,*,0,=,0,7
57188,0*7654=0,0,*,7,6,5,4,=,0,7
57189,7655*0=0,7,6,5,5,*,0,=,0,6
57190,0*7655=0,0,*,7,6,5,5,=,0,6
57191,7656*0=0,7,6,5,6,*,0,=,0,6
57192,0*7656=0,0,*,7,6,5,6,=,0,6
57193,7657*0=0,7,6,5,7,*,0,=,0,6
57194,0*7657=0,0,*,7,6,5,7,=,0,6
57195,7658*0=0,7,6,5,8,*,0,=,0,7
57196,0*7658=0,0,*,7,6,5,8,=,0,7
57197,7659*0=0,7,6,5,9,*,0,=,0,7
57198,0*7659=0,0,*,7,6,5,9,=,0,7
57199,7660*0=0,7,6,6,0,*,0,=,0,5
57200,0*7660=0,0,*,7,6,6,0,=,0,5
57201,7661*0=0,7,6,6,1,*,0,=,0,6
57202,0*7661=0,0,*,7,6,6,1,=,0,6
57203,7662*0=0,7,6,6,2,*,0,=,0,6
57204,0*7662=0,0,*,7,6,6,2,=,0,6
57205,7663*0=0,7,6,6,3,*,0,=,0,6
57206,0*7663=0,0,*,7,6,6,3,=,0,6
57207,7664*0=0,7,6,6,4,*,0,=,0,6
57208,0*7664=0,0,*,7,6,6,4,=,0,6
57209,7665*0=0,7,6,6,5,*,0,=,0,6
57210,0*7665=0,0,*,7,6,6,5,=,0,6
57211,7666*0=0,7,6,6,6,*,0,=,0,5
57212,0*7666=0,0,*,7,6,6,6,=,0,5
57213,7667*0=0,7,6,6,7,*,0,=,0,5
57214,0*7667=0,0,*,7,6,6,7,=,0,5
57215,7668*0=0,7,6,6,8,*,0,=,0,6
57216,0*7668=0,0,*,7,6,6,8,=,0,6
57217,7669*0=0,7,6,6,9,*,0,=,0,6
57218,0*7669=0,0,*,7,6,6,9,=,0,6
57219,7670*0=0,7,6,7,0,*,0,=,0,5
57220,0*7670=0,0,*,7,6,7,0,=,0,5
57221,7671*0=0,7,6,7,1,*,0,=,0,6
57222,0*7671=0,0,*,7,6,7,1,=,0,6
57223,7672*0=0,7,6,7,2,*,0,=,0,6
57224,0*7672=0,0,*,7,6,7,2,=,0,6
57225,7673*0=0,7,6,7,3,*,0,=,0,6
57226,0*7673=0,0,*,7,6,7,3,=,0,6
57227,7674*0=0,7,6,7,4,*,0,=,0,6
57228,0*7674=0,0,*,7,6,7,4,=,0,6
57229,7675*0=0,7,6,7,5,*,0,=,0,6
57230,0*7675=0,0,*,7,6,7,5,=,0,6
57231,7676*0=0,7,6,7,6,*,0,=,0,5
57232,0*7676=0,0,*,7,6,7,6,=,0,5
57233,7677*0=0,7,6,7,7,*,0,=,0,5
57234,0*7677=0,0,*,7,6,7,7,=,0,5
57235,7678*0=0,7,6,7,8,*,0,=,0,6
57236,0*7678=0,0,*,7,6,7,8,=,0,6
57237,7679*0=0,7,6,7,9,*,0,=,0,6
57238,0*7679=0,0,*,7,6,7,9,=,0,6
57239,7680*0=0,7,6,8,0,*,0,=,0,6
57240,0*7680=0,0,*,7,6,8,0,=,0,6
57241,7681*0=0,7,6,8,1,*,0,=,0,7
57242,0*7681=0,0,*,7,6,8,1,=,0,7
57243,7682*0=0,7,6,8,2,*,0,=,0,7
57244,0*7682=0,0,*,7,6,8,2,=,0,7
57245,7683*0=0,7,6,8,3,*,0,=,0,7
57246,0*7683=0,0,*,7,6,8,3,=,0,7
57247,7684*0=0,7,6,8,4,*,0,=,0,7
57248,0*7684=0,0,*,7,6,8,4,=,0,7
57249,7685*0=0,7,6,8,5,*,0,=,0,7
57250,0*7685=0,0,*,7,6,8,5,=,0,7
57251,7686*0=0,7,6,8,6,*,0,=,0,6
57252,0*7686=0,0,*,7,6,8,6,=,0,6
57253,7687*0=0,7,6,8,7,*,0,=,0,6
57254,0*7687=0,0,*,7,6,8,7,=,0,6
57255,7688*0=0,7,6,8,8,*,0,=,0,6
57256,0*7688=0,0,*,7,6,8,8,=,0,6
57257,7689*0=0,7,6,8,9,*,0,=,0,7
57258,0*7689=0,0,*,7,6,8,9,=,0,7
57259,7690*0=0,7,6,9,0,*,0,=,0,6
57260,0*7690=0,0,*,7,6,9,0,=,0,6
57261,7691*0=0,7,6,9,1,*,0,=,0,7
57262,0*7691=0,0,*,7,6,9,1,=,0,7
57263,7692*0=0,7,6,9,2,*,0,=,0,7
57264,0*7692=0,0,*,7,6,9,2,=,0,7
57265,7693*0=0,7,6,9,3,*,0,=,0,7
57266,0*7693=0,0,*,7,6,9,3,=,0,7
57267,7694*0=0,7,6,9,4,*,0,=,0,7
57268,0*7694=0,0,*,7,6,9,4,=,0,7
57269,7695*0=0,7,6,9,5,*,0,=,0,7
57270,0*7695=0,0,*,7,6,9,5,=,0,7
57271,7696*0=0,7,6,9,6,*,0,=,0,6
57272,0*7696=0,0,*,7,6,9,6,=,0,6
57273,7697*0=0,7,6,9,7,*,0,=,0,6
57274,0*7697=0,0,*,7,6,9,7,=,0,6
57275,7698*0=0,7,6,9,8,*,0,=,0,7
57276,0*7698=0,0,*,7,6,9,8,=,0,7
57277,7699*0=0,7,6,9,9,*,0,=,0,6
57278,0*7699=0,0,*,7,6,9,9,=,0,6
57279,7700*0=0,7,7,0,0,*,0,=,0,4
57280,0*7700=0,0,*,7,7,0,0,=,0,4
57281,7701*0=0,7,7,0,1,*,0,=,0,5
57282,0*7701=0,0,*,7,7,0,1,=,0,5
57283,7702*0=0,7,7,0,2,*,0,=,0,5
57284,0*7702=0,0,*,7,7,0,2,=,0,5
57285,7703*0=0,7,7,0,3,*,0,=,0,5
57286,0*7703=0,0,*,7,7,0,3,=,0,5
57287,7704*0=0,7,7,0,4,*,0,=,0,5
57288,0*7704=0,0,*,7,7,0,4,=,0,5
57289,7705*0=0,7,7,0,5,*,0,=,0,5
57290,0*7705=0,0,*,7,7,0,5,=,0,5
57291,7706*0=0,7,7,0,6,*,0,=,0,5
57292,0*7706=0,0,*,7,7,0,6,=,0,5
57293,7707*0=0,7,7,0,7,*,0,=,0,4
57294,0*7707=0,0,*,7,7,0,7,=,0,4
57295,7708*0=0,7,7,0,8,*,0,=,0,5
57296,0*7708=0,0,*,7,7,0,8,=,0,5
57297,7709*0=0,7,7,0,9,*,0,=,0,5
57298,0*7709=0,0,*,7,7,0,9,=,0,5
57299,7710*0=0,7,7,1,0,*,0,=,0,5
57300,0*7710=0,0,*,7,7,1,0,=,0,5
57301,7711*0=0,7,7,1,1,*,0,=,0,5
